授業コード,曜日,時限,学部,授業名,学期,担当教員,配当年次,単位数,詳細URL,みんキャン検索LINK
FL4N,金,1,商学部,中国語（ａ）Ⅳ,秋学期,遠藤　絢,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8791&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%81%A0%E8%97%A4
FL4O,月,1,商学部,中国語（ａ）Ⅳ,秋学期,池田　麻希子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8790&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E7%94%B0
FL4P,火,1,商学部,中国語（ａ）Ⅳ,秋学期,楊　晶,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8789&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
FL4Q,水,1,商学部,中国語（ａ）Ⅳ,秋学期,泉　杏奈,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8788&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B3%89
FL4R,金,1,商学部,中国語（ａ）Ⅳ,秋学期,韓　応飛,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8787&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
FL4S,木,2,商学部,中国語（ａ）Ⅳ,秋学期,遠藤　佳代子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8786&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%81%A0%E8%97%A4
FL4T,木,2,商学部,中国語（ａ）Ⅳ,秋学期,韓　応飛,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8785&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
FL4U,月,2,商学部,中国語（ａ）Ⅳ,秋学期,本間　由香利,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8784&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
FL4V,木,2,商学部,中国語（ａ）Ⅳ,秋学期,渡辺　済民,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8783&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B8%A1%E8%BE%BA
FL4W,木,2,商学部,中国語（ａ）Ⅳ,秋学期,阿部　順子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8782&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%98%BF%E9%83%A8
FL4X,金,2,商学部,中国語（ａ）Ⅳ,秋学期,韓　応飛,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8781&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
FL4Y,火,2,商学部,中国語（ａ）Ⅳ,秋学期,楊　晶,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8780&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
FL4Z,月,2,商学部,中国語（ａ）Ⅳ,秋学期,池田　麻希子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8779&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E7%94%B0
FL50,木,1,商学部,中国語（ａ）Ⅳ,秋学期,阿部　順子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8778&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%98%BF%E9%83%A8
FL51,金,2,商学部,中国語（ａ）Ⅳ,秋学期,本間　由香利,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8777&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
FL52,木,1,商学部,中国語（ａ）Ⅳ,秋学期,渡辺　済民,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8776&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B8%A1%E8%BE%BA
FL53,水,1,商学部,中国語（ａ）Ⅳ,秋学期,曾　文莉,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8775&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9B%BE
FL54,火,2,商学部,中国語（ａ）Ⅳ,秋学期,楊　川力,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8774&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
FL55,火,2,商学部,中国語（ａ）Ⅳ,秋学期,朱　力,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8773&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%B1
FL56,水,2,商学部,中国語（ａ）Ⅳ,秋学期,泉　杏奈,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8772&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B3%89
SL4K,水,2,商学部,中国語（ａ）Ⅲ,春学期,鈴木　ひろみ,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8771&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%88%B4%E6%9C%A8
SL4L,水,2,商学部,中国語（ａ）Ⅲ,春学期,河野　哲宏,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8770&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%87%8E
SL4M,木,2,商学部,中国語（ａ）Ⅲ,春学期,池澤　滋子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8769&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E6%BE%A4
SL4N,金,1,商学部,中国語（ａ）Ⅲ,春学期,遠藤　絢,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8768&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%81%A0%E8%97%A4
SL4O,月,1,商学部,中国語（ａ）Ⅲ,春学期,池田　麻希子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8767&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E7%94%B0
SL4P,火,1,商学部,中国語（ａ）Ⅲ,春学期,楊　晶,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8766&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
SL4Q,水,1,商学部,中国語（ａ）Ⅲ,春学期,泉　杏奈,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8765&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B3%89
SL4R,金,1,商学部,中国語（ａ）Ⅲ,春学期,韓　応飛,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8764&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
SL4S,木,2,商学部,中国語（ａ）Ⅲ,春学期,遠藤　佳代子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8763&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%81%A0%E8%97%A4
SL4T,木,2,商学部,中国語（ａ）Ⅲ,春学期,韓　応飛,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8762&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
SL4U,月,2,商学部,中国語（ａ）Ⅲ,春学期,本間　由香利,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8761&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
SL4V,木,2,商学部,中国語（ａ）Ⅲ,春学期,渡辺　済民,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8760&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B8%A1%E8%BE%BA
SL4W,木,2,商学部,中国語（ａ）Ⅲ,春学期,阿部　順子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8759&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%98%BF%E9%83%A8
SL4X,金,2,商学部,中国語（ａ）Ⅲ,春学期,韓　応飛,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8758&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
SL4Y,火,2,商学部,中国語（ａ）Ⅲ,春学期,楊　晶,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8757&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
SL4Z,月,2,商学部,中国語（ａ）Ⅲ,春学期,池田　麻希子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8756&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E7%94%B0
SL50,木,1,商学部,中国語（ａ）Ⅲ,春学期,阿部　順子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8755&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%98%BF%E9%83%A8
SL51,金,2,商学部,中国語（ａ）Ⅲ,春学期,本間　由香利,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8754&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
SL52,木,1,商学部,中国語（ａ）Ⅲ,春学期,渡辺　済民,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8753&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B8%A1%E8%BE%BA
SL53,水,1,商学部,中国語（ａ）Ⅲ,春学期,曾　文莉,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8752&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9B%BE
SL54,火,2,商学部,中国語（ａ）Ⅲ,春学期,楊　川力,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8751&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
SL55,火,2,商学部,中国語（ａ）Ⅲ,春学期,朱　力,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8750&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%B1
SL56,水,2,商学部,中国語（ａ）Ⅲ,春学期,泉　杏奈,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8749&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B3%89
FL57,火,4,商学部,中国語（ａ）Ⅱ,秋学期,山本　明,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8748&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
FL58,金,4,商学部,中国語（ａ）Ⅱ,秋学期,山本　明,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8747&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
FL59,月,4,商学部,中国語（ａ）Ⅱ,秋学期,河野　哲宏,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8746&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%87%8E
FL5A,月,3,商学部,中国語（ａ）Ⅱ,秋学期,池澤　滋子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8745&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E6%BE%A4
FL5B,火,3,商学部,中国語（ａ）Ⅱ,秋学期,楊　川力,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8744&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
FL5C,月,3,商学部,中国語（ａ）Ⅱ,秋学期,小薗　瑞恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8743&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%96%97
FL5D,火,4,商学部,中国語（ａ）Ⅱ,秋学期,苗　鳳科,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8742&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%8B%97
FL5E,火,3,商学部,中国語（ａ）Ⅱ,秋学期,苗　鳳科,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8741&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%8B%97
FL5F,月,4,商学部,中国語（ａ）Ⅱ,秋学期,本間　由香利,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8740&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
FL5G,月,4,商学部,中国語（ａ）Ⅱ,秋学期,小薗　瑞恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8739&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%96%97
FL5H,火,3,商学部,中国語（ａ）Ⅱ,秋学期,朱　力,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8738&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%B1
FL5I,火,3,商学部,中国語（ａ）Ⅱ,秋学期,尹　青青,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8737&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%B9
FL5J,火,4,商学部,中国語（ａ）Ⅱ,秋学期,朱　力,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8736&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%B1
FL5K,月,3,商学部,中国語（ａ）Ⅱ,秋学期,本間　由香利,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8735&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
FL5L,月,3,商学部,中国語（ａ）Ⅱ,秋学期,池田　麻希子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8734&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E7%94%B0
FL5M,水,3,商学部,中国語（ａ）Ⅱ,秋学期,泉　杏奈,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8733&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B3%89
FL5N,水,4,商学部,中国語（ａ）Ⅱ,秋学期,江崎　隆哉,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8732&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%9F%E5%B4%8E
FL5O,水,3,商学部,中国語（ａ）Ⅱ,秋学期,江崎　隆哉,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8731&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%9F%E5%B4%8E
SL57,火,4,商学部,中国語（ａ）Ⅰ,春学期,山本　明,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8730&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
SL58,金,4,商学部,中国語（ａ）Ⅰ,春学期,山本　明,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8729&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%9C%AC
SL59,月,4,商学部,中国語（ａ）Ⅰ,春学期,河野　哲宏,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8728&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B2%B3%E9%87%8E
SL5A,月,3,商学部,中国語（ａ）Ⅰ,春学期,池澤　滋子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8727&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E6%BE%A4
SL5B,火,3,商学部,中国語（ａ）Ⅰ,春学期,楊　川力,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8726&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A5%8A
SL5C,月,3,商学部,中国語（ａ）Ⅰ,春学期,小薗　瑞恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8725&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%96%97
SL5D,火,4,商学部,中国語（ａ）Ⅰ,春学期,苗　鳳科,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8724&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%8B%97
SL5E,火,3,商学部,中国語（ａ）Ⅰ,春学期,苗　鳳科,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8723&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%8B%97
SL5F,月,4,商学部,中国語（ａ）Ⅰ,春学期,本間　由香利,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8722&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
SL5G,月,4,商学部,中国語（ａ）Ⅰ,春学期,小薗　瑞恵,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8721&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E8%96%97
SL5H,火,3,商学部,中国語（ａ）Ⅰ,春学期,朱　力,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8720&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%B1
SL5I,火,3,商学部,中国語（ａ）Ⅰ,春学期,尹　青青,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8719&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%B9
SL5J,火,4,商学部,中国語（ａ）Ⅰ,春学期,朱　力,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8718&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%B1
SL5K,月,3,商学部,中国語（ａ）Ⅰ,春学期,本間　由香利,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8717&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%AC%E9%96%93
SL5L,月,3,商学部,中国語（ａ）Ⅰ,春学期,池田　麻希子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8716&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E7%94%B0
SL5M,水,3,商学部,中国語（ａ）Ⅰ,春学期,泉　杏奈,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8715&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B3%89
SL5N,水,4,商学部,中国語（ａ）Ⅰ,春学期,江崎　隆哉,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8714&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%9F%E5%B4%8E
SL5O,水,3,商学部,中国語（ａ）Ⅰ,春学期,江崎　隆哉,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8713&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%9F%E5%B4%8E
FL5P,金,1,商学部,英語（ｃ）Ⅱ（SA）,秋学期,ベンティン、ガービー,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8712&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%99%E3%83%B3%E3%83%86%E3%82%A3%E3%83%B3%E3%80%81%E3%82%AC%E3%83%BC%E3%83%93%E3%83%BC
SL5P,金,1,商学部,英語（ｃ）Ⅰ（SA）,春学期,ベンティン、ガービー,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8711&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%99%E3%83%B3%E3%83%86%E3%82%A3%E3%83%B3%E3%80%81%E3%82%AC%E3%83%BC%E3%83%93%E3%83%BC
FL5Q,火,4,商学部,英語（ｂ）Ⅳ（SA）,秋学期,モートン、ロバート,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8710&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A2%E3%83%BC%E3%83%88%E3%83%B3%E3%80%81%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88
SL5Q,火,4,商学部,英語（ｂ）Ⅲ（SA）,春学期,モートン、ロバート,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8709&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A2%E3%83%BC%E3%83%88%E3%83%B3%E3%80%81%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88
FL5R,水,2,商学部,英語（ｂ）Ⅱ（SA）,秋学期,守本　真帆,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8708&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
SL5R,水,2,商学部,英語（ｂ）Ⅰ（SA）,春学期,守本　真帆,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8707&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
FL5S,月,3,商学部,英語（ａ）Ⅳ（SA）,秋学期,垂井　泰子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8706&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%9E%82%E4%BA%95
SL5S,月,3,商学部,英語（ａ）Ⅲ（SA）,春学期,垂井　泰子,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8705&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%9E%82%E4%BA%95
FL5T,火,1,商学部,英語（ａ）Ⅱ（SA）,秋学期,徳間　伸一,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8704&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
SL5T,火,1,商学部,英語（ａ）Ⅰ（SA）,春学期,徳間　伸一,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8703&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
FL5U,金,1,商学部,英語（ｃ）Ⅱ（ＩＮＴ）,秋学期,守本　真帆,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8702&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%AE%88%E6%9C%AC
FL5V,金,1,商学部,英語（ｃ）Ⅱ（ＩＮＴ）,秋学期,栗原　文子,1年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=8701&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A0%97%E5%8E%9F
